id,Title,Type,Volumes,releaseData,endData,page_url,image_url,,,,
,One-of-a-Kind Romance,Manhwa,10,2018,2021,https://myanimelist.net/manga/135982/One-of-a-Kind_Romance,https://cdn.myanimelist.net/r/100x140/images/manga/3/245523.jpg?s=3c7c4ed8b1caec35bfc34ed827fe9472,,,,
,Towa Kamo Shirenai,Manga,8,1997,2000,https://myanimelist.net/manga/3682/Towa_Kamo_Shirenai,https://cdn.myanimelist.net/r/100x140/images/manga/3/4098.jpg?s=77c6887a04fa522d5f646afa27ed3d51,,,,
,Shinigami wo Tabeta Shoujo,Light-Novel,2,2012,2012,https://myanimelist.net/manga/79169/Shinigami_wo_Tabeta_Shoujo,https://cdn.myanimelist.net/r/100x140/images/manga/3/137429.jpg?s=3c7b1a238e535fa03412b20503520c91,,,,
,I Love You Baby,Manga,4,2014,2015,https://myanimelist.net/manga/66193/I_Love_You_Baby,https://cdn.myanimelist.net/r/100x140/images/manga/1/152474.jpg?s=6bddfec992188e4547a47579157aa3b9,,,,
,Hokkaido no Geneki Hunter ga Isekai ni Hourikomaretemita: Elf Yome to Meguru Isekai Shuryou Life,Manga,,2020,,https://myanimelist.net/manga/136186/Hokkaido_no_Geneki_Hunter_ga_Isekai_ni_Hourikomaretemita__Elf_Yome_to_Meguru_Isekai_Shuryou_Life,https://cdn.myanimelist.net/r/100x140/images/manga/1/244098.jpg?s=ad04ddb7cf287ad4ddcfdfc9d4eedd19,,,,
,AD. Police: Shuuen Toshi,Manga,1,,,https://myanimelist.net/manga/3416/AD_Police__Shuuen_Toshi,https://cdn.myanimelist.net/r/100x140/images/manga/1/3791.jpg?s=fd4b2ce39f56b1f60718fc95cbbf5cee,,,,
,Spy x Family,Manga,,2019,,https://myanimelist.net/manga/119161/Spy_x_Family,https://cdn.myanimelist.net/r/100x140/images/manga/3/219741.jpg?s=c3c8d004563d1369b9af70814e4241b9,,,,
,Nokori Ichinichi de Hametsu Flag Zenbu Heshiorimasu: Zamaa RTA Kiroku 24Hr.,Manga,,2021,,https://myanimelist.net/manga/155065/Nokori_Ichinichi_de_Hametsu_Flag_Zenbu_Heshiorimasu__Zamaa_RTA_Kiroku_24Hr,https://cdn.myanimelist.net/r/100x140/images/manga/1/275595.jpg?s=3584364eee65e5ff3b076fafd10327c8,,,,
,Heart no Diamond,Manga,3,2009,2010,https://myanimelist.net/manga/16237/Heart_no_Diamond,https://cdn.myanimelist.net/r/100x140/images/manga/2/88833.jpg?s=81be4eb16af1cb430ac43bf9eb8ec7c8,,,,
,Kakafukaka,Manga,12,2013,2020,https://myanimelist.net/manga/99155/Kakafukaka,https://cdn.myanimelist.net/r/100x140/images/manga/1/178713.jpg?s=d870110b16855f840594090f684a3ed0,,,,
,The Gamer,Manhwa,,2013,,https://myanimelist.net/manga/146787/The_Gamer,https://cdn.myanimelist.net/r/100x140/images/manga/2/262502.jpg?s=094196d49febcb25a69a7298a46c0da5,,,,
,5-toubun no Hanayome,Manga,14,2017,2020,https://myanimelist.net/manga/103851/5-toubun_no_Hanayome,https://cdn.myanimelist.net/r/100x140/images/manga/2/201572.jpg?s=a6b55dc7c70d0a064b98255e3cd56e2b,,,,
,Sword Art☆Online.,Manga,3,2010,2016,https://myanimelist.net/manga/40053/Sword_Art☆Online,https://cdn.myanimelist.net/r/100x140/images/manga/2/185073.jpg?s=20a0ef127a0dcb6e081eae6d4530259f,,,,
,Another. Deadman Wonderland,Manga,1,2011,2012,https://myanimelist.net/manga/94932/Another_Deadman_Wonderland,https://cdn.myanimelist.net/r/100x140/images/manga/1/193599.jpg?s=38303fbfa16b51a704629f14a5cae69b,,,,
,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen Dai 2-bu - Hon no Tame nara Miko ni Naru!,Manga,,2018,,https://myanimelist.net/manga/122830/Honzuki_no_Gekokujou__Shisho_ni_Naru_Tame_ni_wa_Shudan_wo_Erandeiraremasen_Dai_2-bu_-_Hon_no_Tame_nara_Miko_ni_Naru,https://cdn.myanimelist.net/r/100x140/images/manga/1/227224.jpg?s=f7a87e195a5729a9533764144c26fc0d,,,,
,Kidou Senshi Z Gundam 1/2,Manga,1,,,https://myanimelist.net/manga/6684/Kidou_Senshi_Z_Gundam_1_2,https://cdn.myanimelist.net/r/100x140/images/manga/1/111869.jpg?s=12dcef931458ae1f24f3dd9f695b0ee3,,,,
,Fantasista,Manga,25,1999,2004,https://myanimelist.net/manga/10259/Fantasista,https://cdn.myanimelist.net/r/100x140/images/manga/2/163618.jpg?s=e803724d29dcbf0bc1667763f7de9dc5,,,,
,Gankutsuou,Manga,3,2005,2008,https://myanimelist.net/manga/4519/Gankutsuou,https://cdn.myanimelist.net/r/100x140/images/manga/2/138607.jpg?s=ff3ddcdb638716518a591c82951c51f9,,,,
,Cheese in the Trap Season 4,Manhwa,7,2015,2017,https://myanimelist.net/manga/111211/Cheese_in_the_Trap_Season_4,https://cdn.myanimelist.net/r/100x140/images/manga/2/204021.jpg?s=690e50bf552262740369a2571e7f28f8,,,,
,Ore no Onna Tomodachi ga Saikou ni Kawaii.,Light-Novel,,2020,,https://myanimelist.net/manga/131218/Ore_no_Onna_Tomodachi_ga_Saikou_ni_Kawaii,https://cdn.myanimelist.net/r/100x140/images/manga/2/237153.jpg?s=35442c5778072033d63629596bff4f10,,,,
,NG x Baby,One-shot,,,,https://myanimelist.net/manga/10938/NG_x_Baby,https://cdn.myanimelist.net/r/100x140/images/manga/2/14737.jpg?s=2d4fc7591b9bda60716f13a898742de7,,,,
,Iken Senki Völundio,Manga,,2020,,https://myanimelist.net/manga/130357/Iken_Senki_Völundio,https://cdn.myanimelist.net/r/100x140/images/manga/3/241050.jpg?s=022de8ff32c1c14c3923ce11e9ae18c8,,,,
,Totsukuni no Shoujo,Manga,11,2015,2021,https://myanimelist.net/manga/93972/Totsukuni_no_Shoujo,https://cdn.myanimelist.net/r/100x140/images/manga/1/173926.jpg?s=1d93b1add59b35e05a9cf31951979e8a,,,,
,Tsuihousha Shokudou e Youkoso!,Light-Novel,,2019,,https://myanimelist.net/manga/124973/Tsuihousha_Shokudou_e_Youkoso,https://cdn.myanimelist.net/r/100x140/images/manga/3/227798.jpg?s=8b339625a4db77ec658f89b98b390b2c,,,,
,"Fukushuu wo Koinegau Saikyou Yuusha wa, Yami no Chikara de Senmetsu Musou suru",Manga,,2019,,https://myanimelist.net/manga/118026/Fukushuu_wo_Koinegau_Saikyou_Yuusha_wa_Yami_no_Chikara_de_Senmetsu_Musou_suru,https://cdn.myanimelist.net/r/100x140/images/manga/3/227733.jpg?s=2aefb0fe7a1816123e6d9f9514f337d7,,,,
,Hino-san no Baka,Manga,,2017,,https://myanimelist.net/manga/113912/Hino-san_no_Baka,https://cdn.myanimelist.net/r/100x140/images/manga/2/219126.jpg?s=48fdd51306e1af4af013943ba3c7b31a,,,,
,Igyoujin Oniwakamaru,Manga,4,,,https://myanimelist.net/manga/37503/Igyoujin_Oniwakamaru,https://cdn.myanimelist.net/r/100x140/images/manga/2/85373.jpg?s=de21da40fc494bae2261dd4728bb57da,,,,
,Irotoridori no,One-shot,,2011,2011,https://myanimelist.net/manga/73779/Irotoridori_no,https://cdn.myanimelist.net/r/100x140/images/manga/3/128109.jpg?s=f39171ce74485c057c169eca6759e0ff,,,,
,Kamikamikaeshi,Manga,8,2010,2016,https://myanimelist.net/manga/22485/Kamikamikaeshi,https://cdn.myanimelist.net/r/100x140/images/manga/1/161232.jpg?s=146dcaf3ab52e77f209cab21e07cccf4,,,,
,Namiuchigiwa no Muromi-san,Manga,11,2009,2014,https://myanimelist.net/manga/24291/Namiuchigiwa_no_Muromi-san,https://cdn.myanimelist.net/r/100x140/images/manga/1/184057.jpg?s=080228e9ee3845089f0adaddd128d0e8,,,,
,Heart to Give,Manhwa,8,,,https://myanimelist.net/manga/55913/Heart_to_Give,https://cdn.myanimelist.net/r/100x140/images/manga/2/97501.jpg?s=13dbab4992a444128b356b3eb9a3ac8e,,,,
,Kindan no Koi wo Shiyou,Manga,1,,,https://myanimelist.net/manga/187/Kindan_no_Koi_wo_Shiyou,https://cdn.myanimelist.net/r/100x140/images/manga/5/17066.jpg?s=14655928c006e3ca6c84ff1cf2f0b472,,,,
,Tama ni Onegai!,One-shot,,2011,2011,https://myanimelist.net/manga/42777/Tama_ni_Onegai,https://cdn.myanimelist.net/r/100x140/images/manga/1/74769.jpg?s=7b15928d72872dd6183c13b9e416d1e2,,,,
,Grisaia no Kajitsu: L'Oiseau bleu,Manga,3,2014,2015,https://myanimelist.net/manga/69141/Grisaia_no_Kajitsu__LOiseau_bleu,https://cdn.myanimelist.net/r/100x140/images/manga/1/143423.jpg?s=b28893416f47d7c225241a52d499497d,,,,
,Wolfull Moon,Manga,1,2012,2012,https://myanimelist.net/manga/47873/Wolfull_Moon,https://cdn.myanimelist.net/r/100x140/images/manga/3/253241.jpg?s=9081fc25c14e12be5eb0c0b1c43bd99b,,,,
,Kuraku naru Made Matte,One-shot,,2011,2011,https://myanimelist.net/manga/34149/Kuraku_naru_Made_Matte,https://cdn.myanimelist.net/r/100x140/images/manga/3/62175.jpg?s=8bfacfaafb3729897d92b7c996bfe7e2,,,,
,Wāq Wāq,Manga,4,2004,2005,https://myanimelist.net/manga/1625/Wāq_Wāq,https://cdn.myanimelist.net/r/100x140/images/manga/1/111545.jpg?s=f10dd99d8e5a8cd54465c8b99ec03845,,,,
,Burn the Witch,One-shot,,2018,2018,https://myanimelist.net/manga/114700/Burn_the_Witch,https://cdn.myanimelist.net/r/100x140/images/manga/2/211034.jpg?s=1fc6662c50388f845b53b07c880d952f,,,,
,"Ryuusa no Ori: Kokoro no Naka no ""Kokoro""",Manga,3,2021,2022,https://myanimelist.net/manga/138728/Ryuusa_no_Ori__Kokoro_no_Naka_no_Kokoro,https://cdn.myanimelist.net/r/100x140/images/manga/2/249668.jpg?s=dd02f0fa64ea3086eb2b24d8bfe713b5,,,,
,Nobody Knows,Manhwa,7,2011,2013,https://myanimelist.net/manga/29141/Nobody_Knows,https://cdn.myanimelist.net/r/100x140/images/manga/3/272297.jpg?s=8e86276218a79358bf4fb05e132eb129,,,,
,I Stole the Number One Ranker's Soul,Manhwa,,2022,,https://myanimelist.net/manga/152136/I_Stole_the_Number_One_Rankers_Soul,https://cdn.myanimelist.net/r/100x140/images/manga/2/269773.jpg?s=97730697618483ff9771551db1409396,,,,
,Ningen Series,Light-Novel,7,2004,2010,https://myanimelist.net/manga/18162/Ningen_Series,https://cdn.myanimelist.net/r/100x140/images/manga/1/142861.jpg?s=47e86b708b415432fdd40dd686fe93c1,,,,
,"Benriya Saitou-san, Isekai ni Iku",Manga,,2018,,https://myanimelist.net/manga/116301/Benriya_Saitou-san_Isekai_ni_Iku,https://cdn.myanimelist.net/r/100x140/images/manga/3/219875.jpg?s=8c882dc64746af02fb9fa5902e8e14ce,,,,
,Dragon Ball Heroes: Victory Mission,Manga,,2012,,https://myanimelist.net/manga/43401/Dragon_Ball_Heroes__Victory_Mission,https://cdn.myanimelist.net/r/100x140/images/manga/3/76401.jpg?s=3c8a13248085c1bac19aabfba35a06db,,,,
,Drag-on Dragoon: Judgement,Manga,,2004,2004,https://myanimelist.net/manga/60419/Drag-on_Dragoon__Judgement,https://cdn.myanimelist.net/r/100x140/images/manga/3/107609.jpg?s=fb49a60affb0ced3ec1e213a892940ec,,,,
,Vampire Library,Manhwa,,2014,,https://myanimelist.net/manga/77067/Vampire_Library,https://cdn.myanimelist.net/r/100x140/images/manga/3/165626.jpg?s=f2c9317b80a6bf9a084beb11607c1bd1,,,,
,I Woke Up as the Ugly Duckling,Manhwa,,2020,,https://myanimelist.net/manga/148074/I_Woke_Up_as_the_Ugly_Duckling,https://cdn.myanimelist.net/r/100x140/images/manga/1/262756.jpg?s=d2e662b83d1214b5685451dcda4561cb,,,,
,Amanchu!,Manga,17,2008,2021,https://myanimelist.net/manga/11061/Amanchu,https://cdn.myanimelist.net/r/100x140/images/manga/2/165911.jpg?s=8a3dd72dbc843cee63764140fae027fb,,,,
,Bocchi Hakase to Robot Shoujo no Zetsubouteki Utopia,Manga,2,2016,2017,https://myanimelist.net/manga/107790/Bocchi_Hakase_to_Robot_Shoujo_no_Zetsubouteki_Utopia,https://cdn.myanimelist.net/r/100x140/images/manga/3/201248.jpg?s=e06c930d492d356d9e7c5ac96b8b39d1,,,,
,Missile Happy!,Manga,5,,,https://myanimelist.net/manga/450/Missile_Happy,https://cdn.myanimelist.net/r/100x140/images/manga/1/270466.jpg?s=c731611a0da5a9e49e48dc2ca0e41386,,,,
,Ojousama no Shimobe,Manga,,2017,,https://myanimelist.net/manga/111136/Ojousama_no_Shimobe,https://cdn.myanimelist.net/r/100x140/images/manga/2/210483.jpg?s=c2808a9ac0205a8b6d32451ae73da48e,,,,
,"2DK, G Pen, Mezamashidokei.",Manga,8,2015,2018,https://myanimelist.net/manga/87175/2DK_G_Pen_Mezamashidokei,https://cdn.myanimelist.net/r/100x140/images/manga/2/158983.jpg?s=9412e48d1b6982c66c4af97eb1ada226,,,,
,Kimi no Tonari de Seishunchuu.,Manga,8,2008,2011,https://myanimelist.net/manga/12525/Kimi_no_Tonari_de_Seishunchuu,https://cdn.myanimelist.net/r/100x140/images/manga/2/148945.jpg?s=8e296b7c309ef811d12848099e0eb379,,,,
,Gimai Seikatsu,Light-Novel,,2021,,https://myanimelist.net/manga/133352/Gimai_Seikatsu,https://cdn.myanimelist.net/r/100x140/images/manga/2/240697.jpg?s=96cf4069ef41cf4b118b4f9eb74d89eb,,,,
,Iyada nante Iwasenai,Manga,2,2010,2010,https://myanimelist.net/manga/25079/Iyada_nante_Iwasenai,https://cdn.myanimelist.net/r/100x140/images/manga/1/40369.jpg?s=2d5c60e038045ff5b4cbd0d01f887b6f,,,,
,Hatsukoi Rocket,Manga,1,2005,2005,https://myanimelist.net/manga/14562/Hatsukoi_Rocket,https://cdn.myanimelist.net/r/100x140/images/manga/1/82202.jpg?s=4d5485759d6255fb0c8ece40e9eb89ec,,,,
,Fushigi na Hito,Manga,1,,,https://myanimelist.net/manga/46518/Fushigi_na_Hito,https://cdn.myanimelist.net/r/100x140/images/manga/2/82158.jpg?s=033a9c40894454279501972bc4710fab,,,,
,Watashi wa Gotsugou Shugi na Kaiketsu Tantou no Oujo de Aru,Manga,,2019,,https://myanimelist.net/manga/123797/Watashi_wa_Gotsugou_Shugi_na_Kaiketsu_Tantou_no_Oujo_de_Aru,https://cdn.myanimelist.net/r/100x140/images/manga/3/233378.jpg?s=b2e03839df9d6263452ca41b047b5a8b,,,,
,Kichikujima,Manga,,2013,,https://myanimelist.net/manga/77247/Kichikujima,https://cdn.myanimelist.net/r/100x140/images/manga/2/133709.jpg?s=364b0f376b5b14d0353fc78ab4fcf981,,,,
,Majo no Complex,One-shot,,2014,2014,https://myanimelist.net/manga/73159/Majo_no_Complex,https://cdn.myanimelist.net/r/100x140/images/manga/1/127391.jpg?s=4dee8904de15845f24a1d07263feeaa4,,,,
,Boku Girl: Boku no Arbeit,Light-Novel,1,2015,2015,https://myanimelist.net/manga/93028/Boku_Girl__Boku_no_Arbeit,https://cdn.myanimelist.net/r/100x140/images/manga/2/164142.jpg?s=5804e8642f2106e9b901eb032f22cc1b,,,,
,Tomo no Kowai Hanashi,One-shot,,2012,2012,https://myanimelist.net/manga/43669/Tomo_no_Kowai_Hanashi,https://cdn.myanimelist.net/r/100x140/images/manga/3/76965.jpg?s=0a98b2d6a4b76d95bb11132c307ad2a8,,,,
,29 to JK,Manga,6,2017,2020,https://myanimelist.net/manga/109590/29_to_JK,https://cdn.myanimelist.net/r/100x140/images/manga/2/206829.jpg?s=185eb547f8088dbfbe1939b1f43d151a,,,,
,Hyakkiyakou Juliet,One-shot,,2009,2009,https://myanimelist.net/manga/16200/Hyakkiyakou_Juliet,https://cdn.myanimelist.net/r/100x140/images/manga/2/82688.jpg?s=fc84ce9752f5ef5eb14044f9aff59e45,,,,
,Sousou no Frieren,Manga,,2020,,https://myanimelist.net/manga/126287/Sousou_no_Frieren,https://cdn.myanimelist.net/r/100x140/images/manga/3/232121.jpg?s=cb9fa027ce64d15fdaf4cc645510f64b,,,,
,Honoo no Toukyuuji: Dodge Danpei,Manga,18,,,https://myanimelist.net/manga/8600/Honoo_no_Toukyuuji__Dodge_Danpei,https://cdn.myanimelist.net/r/100x140/images/manga/2/274738.jpg?s=776d35339c72b284ec34496af1d7220d,,,,
,Hirano to Kagiura,Light-Novel,1,2018,2018,https://myanimelist.net/manga/150146/Hirano_to_Kagiura,https://cdn.myanimelist.net/r/100x140/images/manga/1/268174.jpg?s=2663b328509092bb7e2629d0f4adc78e,,,,
,Mardock Scramble,Manga,7,2009,2012,https://myanimelist.net/manga/21371/Mardock_Scramble,https://cdn.myanimelist.net/r/100x140/images/manga/1/196522.jpg?s=4bd4a033cb062796d3cefcef79db491a,,,,
,ACCA: 13-ku Kansatsu-ka P.S.,Manga,2,2016,2017,https://myanimelist.net/manga/102184/ACCA__13-ku_Kansatsu-ka_PS,https://cdn.myanimelist.net/r/100x140/images/manga/3/196366.jpg?s=743d3706319861b101707dbb04d6e4c6,,,,
,Yoru ni mo Makezu!,Manga,2,,,https://myanimelist.net/manga/1555/Yoru_ni_mo_Makezu,https://cdn.myanimelist.net/r/100x140/images/manga/1/176270.jpg?s=b9b78a2e876696cda35997ccf52c9ea1,,,,
,Nousatsu Beat de Utawasete,Manga,1,,,https://myanimelist.net/manga/12465/Nousatsu_Beat_de_Utawasete,https://cdn.myanimelist.net/r/100x140/images/manga/2/29688.jpg?s=110ecc21f6632b35b41cb57871d5c47b,,,,
,Bakumatsu Roman Ibun,Manga,1,1995,2000,https://myanimelist.net/manga/80837/Bakumatsu_Roman_Ibun,https://cdn.myanimelist.net/r/100x140/images/manga/3/180996.jpg?s=3374a1d51b70180bf23f2dcc23d224f7,,,,
,Dallae,Manhwa,,2017,2018,https://myanimelist.net/manga/122966/Dallae,https://cdn.myanimelist.net/r/100x140/images/manga/1/259599.jpg?s=454f53ea279fd3a09ffed83f2e1fea41,,,,
,Knight wa Oatsui no ga Osuki♥,Manga,1,,,https://myanimelist.net/manga/2814/Knight_wa_Oatsui_no_ga_Osuki♥,https://cdn.myanimelist.net/r/100x140/images/manga/3/3023.jpg?s=b628dd3a69de134e9e4e62330c5be801,,,,
,Hammer Session!,Manga,11,2006,2008,https://myanimelist.net/manga/12269/Hammer_Session,https://cdn.myanimelist.net/r/100x140/images/manga/2/194911.jpg?s=765c4b39b78e24393a824b81f18cf03b,,,,
,Kitazawa-kun wa A-Class,Manga,,2022,,https://myanimelist.net/manga/154646/Kitazawa-kun_wa_A-Class,https://cdn.myanimelist.net/r/100x140/images/manga/1/278139.jpg?s=b8110575ae2ae7ad6f8e5a0e420ef439,,,,
,Choujin Locke,Manga,38,,,https://myanimelist.net/manga/5393/Choujin_Locke,https://cdn.myanimelist.net/r/100x140/images/manga/1/197689.jpg?s=6b89dd57d96cca5f4b2938b605ca5d1b,,,,
,Gaitou Alice,Manga,3,2015,2016,https://myanimelist.net/manga/89261/Gaitou_Alice,https://cdn.myanimelist.net/r/100x140/images/manga/1/157409.jpg?s=37e90bf2f4bd94e7726f7eddb2d8fd77,,,,
,Yume Nikki: Anata no Yume ni Watashi wa Inai,Light-Novel,1,2013,2013,https://myanimelist.net/manga/56759/Yume_Nikki__Anata_no_Yume_ni_Watashi_wa_Inai,https://cdn.myanimelist.net/r/100x140/images/manga/2/101147.jpg?s=de01f2b9cb202a701b164128d094cad8,,,,
,Kotarou wa Hitorigurashi,Manga,,2015,,https://myanimelist.net/manga/117954/Kotarou_wa_Hitorigurashi,https://cdn.myanimelist.net/r/100x140/images/manga/2/215292.jpg?s=8a57fc55e20a93c53ca07dce78245aad,,,,
,Pheromomania Syndrome,Manga,10,2002,2008,https://myanimelist.net/manga/5901/Pheromomania_Syndrome,https://cdn.myanimelist.net/r/100x140/images/manga/1/271379.jpg?s=850c50268b18a2736fc5a4a8c3a0e2e5,,,,
,Hanshin,Manga,1,,,https://myanimelist.net/manga/5943/Hanshin,https://cdn.myanimelist.net/r/100x140/images/manga/3/207279.jpg?s=6a958da0d50385dda4aef5fcace8256f,,,,
,Koiseyo Moyashi,One-shot,,2013,2013,https://myanimelist.net/manga/60719/Koiseyo_Moyashi,https://cdn.myanimelist.net/r/100x140/images/manga/4/111299.jpg?s=aa518733241373e2dd639776abe422bc,,,,
,Parfait Tic!,Manga,22,2000,2007,https://myanimelist.net/manga/997/Parfait_Tic,https://cdn.myanimelist.net/r/100x140/images/manga/2/191816.jpg?s=162661c0968d4f3e18bce6351f9868df,,,,
,No.9,One-shot,,2015,2015,https://myanimelist.net/manga/133999/No9,https://cdn.myanimelist.net/r/100x140/images/manga/1/241896.jpg?s=1c880c98bb9a7717c39222dee689a6eb,,,,
,Toaru Majutsu no Heavy na Zashiki Warashi ga Kantan na Satsujinki no Konkatsu Jijou,Manga,2,2015,2015,https://myanimelist.net/manga/85141/Toaru_Majutsu_no_Heavy_na_Zashiki_Warashi_ga_Kantan_na_Satsujinki_no_Konkatsu_Jijou,https://cdn.myanimelist.net/r/100x140/images/manga/3/169853.jpg?s=47ca14226c68e32ce74dd33d5341e7ec,,,,
,Beta-Kare,One-shot,,2012,2012,https://myanimelist.net/manga/71121/Beta-Kare,https://cdn.myanimelist.net/r/100x140/images/manga/2/122443.jpg?s=9740cfe723a68041ca4d7c9f29dbbf2d,,,,
,A Love in 100 Days,Manhwa,13,,,https://myanimelist.net/manga/12836/A_Love_in_100_Days,https://cdn.myanimelist.net/r/100x140/images/manga/2/18737.jpg?s=2e7c7bd845d7273bbc6fbc1ab0cd69ee,,,,
,50 Rules for Teenagers,Manhwa,8,,,https://myanimelist.net/manga/1928/50_Rules_for_Teenagers,https://cdn.myanimelist.net/r/100x140/images/manga/3/2118.jpg?s=1ed180d398582a5e004b8cfd1c393c9a,,,,
,Satsuki Complex,Manga,,2011,,https://myanimelist.net/manga/70735/Satsuki_Complex,https://cdn.myanimelist.net/r/100x140/images/manga/1/124805.jpg?s=43c4c893e280cb1cabc8445190653c20,,,,
,Return Survival,Manhwa,,2019,,https://myanimelist.net/manga/148216/Return_Survival,https://cdn.myanimelist.net/r/100x140/images/manga/1/263021.jpg?s=0639bff5c5dba1a28aeea62e61511c9f,,,,
,Kindan no Koi de Ikou,Manga,10,,,https://myanimelist.net/manga/188/Kindan_no_Koi_de_Ikou,https://cdn.myanimelist.net/r/100x140/images/manga/5/5717.jpg?s=8b05452032bad128bb2ca66a94c807f6,,,,
,Jumbor,Manga,,2010,,https://myanimelist.net/manga/22824/Jumbor,https://cdn.myanimelist.net/r/100x140/images/manga/5/143041.jpg?s=801435a1495372d161b311943a3babc2,,,,
,Akuma no Ororon,Manga,4,1998,2001,https://myanimelist.net/manga/543/Akuma_no_Ororon,https://cdn.myanimelist.net/r/100x140/images/manga/2/161256.jpg?s=03a7daa89bf5b05dca00ef7adef9f664,,,,
,Next Life,Manga,,2017,,https://myanimelist.net/manga/106706/Next_Life,https://cdn.myanimelist.net/r/100x140/images/manga/2/203708.jpg?s=7e0e37ce104a3931811b6267c8615cca,,,,
,The Villainess Needs Her Tyrant,Manhwa,,2021,2022,https://myanimelist.net/manga/147933/The_Villainess_Needs_Her_Tyrant,https://cdn.myanimelist.net/r/100x140/images/manga/1/262564.jpg?s=00936377442724c48afab1ade9c4a939,,,,
,Tsumi to Batsu,Manga,1,1953,1953,https://myanimelist.net/manga/16754/Tsumi_to_Batsu,https://cdn.myanimelist.net/r/100x140/images/manga/1/171495.jpg?s=bb131d2503975e6906bf1e01bf369e17,,,,
,Angels' Wings,One-shot,,2003,2003,https://myanimelist.net/manga/8577/Angels_Wings,https://cdn.myanimelist.net/r/100x140/images/manga/3/11729.jpg?s=29888d405e1da8d30aab481b013b0946,,,,
,Period,One-shot,,2021,2021,https://myanimelist.net/manga/146529/Period,https://cdn.myanimelist.net/r/100x140/images/manga/1/259189.jpg?s=7bc905a0b7dc7c008a6b5c8208fa5cf2,,,,
,UFO Robo Grendizer,Manga,5,1975,1977,https://myanimelist.net/manga/32899/UFO_Robo_Grendizer,https://cdn.myanimelist.net/r/100x140/images/manga/2/60133.jpg?s=d078c2bfa656331ad9a2ebb3f060f757,,,,
,Megami no Libra,Manga,4,2012,2013,https://myanimelist.net/manga/36961/Megami_no_Libra,https://cdn.myanimelist.net/r/100x140/images/manga/2/104373.jpg?s=ad83d6df5c0276580e57c1bc3ac68108,,,,
,Private Prince,Manga,5,,,https://myanimelist.net/manga/3924/Private_Prince,https://cdn.myanimelist.net/r/100x140/images/manga/5/19202.jpg?s=f0cf28bd66752b6cf8e06aeb9f3b6353,,,,
,Sayonara Chocolate,Manga,1,,,https://myanimelist.net/manga/26863/Sayonara_Chocolate,https://cdn.myanimelist.net/r/100x140/images/manga/4/262242.jpg?s=3b6ebff56aea1ae3445cce70e435636f,,,,
,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e: 2-nensei-hen,Light-Novel,,2020,,https://myanimelist.net/manga/123992/Youkoso_Jitsuryoku_Shijou_Shugi_no_Kyoushitsu_e__2-nensei-hen,https://cdn.myanimelist.net/r/100x140/images/manga/3/235363.jpg?s=5814b2d8ef8de30fe8b40be03065aeab,,,,
,Sola,Manga,2,2006,2008,https://myanimelist.net/manga/1665/Sola,https://cdn.myanimelist.net/r/100x140/images/manga/3/135985.jpg?s=2412efe31e3b011b3e8f2ab973215f80,,,,
,Akuma de Koi Shiyou,Manga,1,2012,2012,https://myanimelist.net/manga/41063/Akuma_de_Koi_Shiyou,https://cdn.myanimelist.net/r/100x140/images/manga/1/90797.jpg?s=8bc1a18126f2422564197a14ba91f948,,,,
,Azumi,Manga,48,,2008,https://myanimelist.net/manga/7842/Azumi,https://cdn.myanimelist.net/r/100x140/images/manga/3/75047.jpg?s=49dd41cd15fc90336533733cd2ab8968,,,,
,Gal Assistant,Manga,,2022,,https://myanimelist.net/manga/151467/Gal_Assistant,https://cdn.myanimelist.net/r/100x140/images/manga/3/274887.jpg?s=54cd5ea258e99bf497cd228b391eda8a,,,,
